#DataThief /Users/shugo/Downloads/HPlimit.png
# DAMIC  eV, chi
15.7452, 1.0621e-14
15.7569, 1.0587e-14
15.7687, 1.0553e-14
15.7805, 1.052e-14
15.7923, 1.0486e-14
15.804, 1.0453e-14
15.8157, 1.042e-14
15.8277, 1.0387e-14
15.8395, 1.0354e-14
15.8513, 1.0321e-14
15.8631, 1.0288e-14
15.875, 1.0255e-14
15.8868, 1.0255e-14
15.8987, 1.0223e-14
15.9104, 1.019e-14
15.9224, 1.0158e-14
15.9343, 1.0126e-14
15.9462, 1.0094e-14
15.9462, 1.0061e-14
15.9581, 1.0062e-14
15.9581, 1.003e-14
15.97, 1.003e-14
15.97, 9.9977e-15
15.9819, 9.9977e-15
15.9819, 9.9659e-15
15.9939, 9.966e-15
16.0058, 9.9661e-15
16.0177, 9.9344e-15
16.0297, 9.9028e-15
16.0417, 9.8714e-15
16.0536, 9.84e-15
16.0656, 9.8088e-15
16.0776, 9.7776e-15
16.0896, 9.7466e-15
16.1016, 9.7466e-15
16.1016, 9.7156e-15
16.1137, 9.6847e-15
16.1257, 9.6848e-15
16.1377, 9.6541e-15
16.1377, 9.6233e-15
16.1498, 9.6234e-15
16.1618, 9.5928e-15
16.1739, 9.5623e-15
16.1739, 9.5319e-15
16.186, 9.532e-15
16.198, 9.5017e-15
16.198, 9.4714e-15
16.2101, 9.4715e-15
16.2222, 9.4414e-15
16.2343, 9.4114e-15
16.2465, 9.4115e-15
16.2465, 9.3815e-15
16.2586, 9.3816e-15
16.2707, 9.3518e-15
16.2829, 9.3221e-15
16.295, 9.3222e-15
16.295, 9.2925e-15
16.3072, 9.2926e-15
16.3194, 9.2631e-15
16.3315, 9.2336e-15
16.3437, 9.2337e-15
16.3437, 9.2043e-15
16.3559, 9.2044e-15
16.3681, 9.1751e-15
16.3804, 9.1752e-15
16.3804, 9.146e-15
16.3926, 9.1461e-15
16.4048, 9.117e-15
16.4171, 9.1171e-15
16.4293, 9.0881e-15
16.4416, 9.0593e-15
16.4539, 9.0593e-15
16.4661, 9.0306e-15
16.4784, 9.0019e-15
16.4907, 9.002e-15
16.503, 8.9734e-15
16.5154, 8.9734e-15
16.5276, 8.9449e-15
16.54, 8.9165e-15
16.5524, 8.9166e-15
16.5647, 8.8883e-15
16.5771, 8.8883e-15
16.5895, 8.8601e-15
16.6018, 8.8602e-15
16.6141, 8.832e-15
16.6266, 8.8321e-15
16.6391, 8.804e-15
16.6515, 8.8041e-15
16.6639, 8.7762e-15
16.6763, 8.7762e-15
16.6888, 8.7484e-15
16.7012, 8.7484e-15
16.7137, 8.7206e-15
16.7262, 8.7207e-15
16.7387, 8.7208e-15
16.7511, 8.7208e-15
16.7637, 8.6931e-15
16.7762, 8.6932e-15
16.7887, 8.6656e-15
16.8012, 8.6657e-15
16.8138, 8.6657e-15
16.8138, 8.6382e-15
16.8263, 8.6382e-15
16.8389, 8.6108e-15
16.8515, 8.6109e-15
16.8639, 8.6109e-15
16.8766, 8.5836e-15
16.8892, 8.5836e-15
16.9018, 8.5564e-15
16.9144, 8.5564e-15
16.9271, 8.5565e-15
16.9397, 8.5566e-15
16.9523, 8.5294e-15
16.9649, 8.5295e-15
16.9777, 8.5024e-15
16.9903, 8.5025e-15
17.003, 8.5025e-15
17.0157, 8.5026e-15
17.0284, 8.4756e-15
17.0411, 8.4757e-15
17.0538, 8.4757e-15
17.0666, 8.4758e-15
17.0793, 8.4759e-15
17.0921, 8.4759e-15
17.1048, 8.476e-15
17.1176, 8.4491e-15
17.1304, 8.4492e-15
17.1431, 8.4492e-15
17.1559, 8.4493e-15
17.1688, 8.4225e-15
17.1816, 8.4225e-15
17.1944, 8.4226e-15
17.2072, 8.4227e-15
17.2201, 8.3959e-15
17.2328, 8.396e-15
17.2458, 8.396e-15
17.2587, 8.3961e-15
17.2715, 8.3962e-15
17.2844, 8.3963e-15
17.2973, 8.3963e-15
17.3102, 8.3964e-15
17.3232, 8.3965e-15
17.3361, 8.3965e-15
17.349, 8.3966e-15
17.362, 8.3967e-15
17.3749, 8.3967e-15
17.3879, 8.3968e-15
17.4009, 8.3701e-15
17.4139, 8.3702e-15
17.4269, 8.3703e-15
17.4399, 8.3703e-15
17.4529, 8.3704e-15
17.4659, 8.3705e-15
17.479, 8.3706e-15
17.492, 8.3706e-15
17.5051, 8.3707e-15
17.5181, 8.3708e-15
17.5312, 8.3708e-15
17.5443, 8.3709e-15
17.5574, 8.371e-15
17.5705, 8.371e-15
17.5836, 8.3711e-15
17.5967, 8.3712e-15
17.6099, 8.3712e-15
17.623, 8.3713e-15
17.6362, 8.3714e-15
17.6493, 8.3715e-15
17.6625, 8.3715e-15
17.6757, 8.3716e-15
17.6888, 8.3717e-15
17.7021, 8.3717e-15
17.7153, 8.3718e-15
17.7285, 8.3719e-15
17.7418, 8.3719e-15
17.755, 8.372e-15
17.7683, 8.3988e-15
17.7814, 8.3989e-15
17.7948, 8.399e-15
17.8081, 8.399e-15
17.8214, 8.3991e-15
17.8347, 8.426e-15
17.8479, 8.4261e-15
17.8613, 8.4261e-15
17.8746, 8.4262e-15
17.888, 8.4263e-15
17.9013, 8.4533e-15
17.9146, 8.4533e-15
17.9281, 8.4534e-15
17.9414, 8.4535e-15
17.9548, 8.4536e-15
17.9682, 8.4806e-15
17.9816, 8.4807e-15
17.995, 8.4808e-15
18.0085, 8.4808e-15
18.0219, 8.4809e-15
18.0354, 8.481e-15
18.0489, 8.5082e-15
18.0623, 8.5082e-15
18.0758, 8.5083e-15
18.0893, 8.5355e-15
18.1028, 8.5356e-15
18.1163, 8.563e-15
18.1298, 8.563e-15
18.1434, 8.5631e-15
18.1569, 8.5905e-15
18.1705, 8.5906e-15
18.184, 8.6181e-15
18.1976, 8.6182e-15
18.2112, 8.6183e-15
18.2248, 8.6459e-15
18.2384, 8.6459e-15
18.252, 8.6736e-15
18.2656, 8.6737e-15
18.2792, 8.6738e-15
18.2929, 8.7016e-15
18.3065, 8.7016e-15
18.3202, 8.7295e-15
18.3338, 8.7575e-15
18.3476, 8.7575e-15
18.3613, 8.7856e-15
18.375, 8.8137e-15
18.3887, 8.8138e-15
18.4024, 8.842e-15
18.4161, 8.8704e-15
18.4299, 8.8988e-15
18.4436, 8.8989e-15
18.4574, 8.9274e-15
18.4712, 8.956e-15
18.4849, 8.9846e-15
18.4988, 9.0134e-15
18.5126, 9.0135e-15
18.5264, 9.0424e-15
18.5402, 9.0713e-15
18.5541, 9.1004e-15
18.5678, 9.1295e-15
18.5817, 9.1588e-15
18.5956, 9.1881e-15
18.6095, 9.2176e-15
18.6234, 9.2471e-15
18.6373, 9.2767e-15
18.6512, 9.3064e-15
18.6651, 9.3362e-15
18.6791, 9.3661e-15
18.693, 9.3961e-15
18.7069, 9.4262e-15
18.7208, 9.4564e-15
18.7349, 9.4867e-15
18.7349, 9.517e-15
18.7489, 9.5475e-15
18.7489, 9.578e-15
18.7629, 9.5781e-15
18.7629, 9.6087e-15
18.7769, 9.6088e-15
18.7769, 9.6395e-15
18.7769, 9.6703e-15
18.7909, 9.7013e-15
18.8049, 9.7323e-15
18.8049, 9.7634e-15
18.8189, 9.7947e-15
18.833, 9.8261e-15
18.847, 9.8575e-15
18.8611, 9.8891e-15
18.8611, 9.9207e-15
18.8752, 9.9525e-15
18.8893, 9.9844e-15
18.9034, 1.0016e-14
18.9034, 1.0048e-14
18.9175, 1.0081e-14
18.9316, 1.0113e-14
18.9316, 1.0145e-14
18.9457, 1.0178e-14
18.9599, 1.021e-14
18.9599, 1.0243e-14
18.974, 1.0276e-14
18.9882, 1.0309e-14
19.0023, 1.0342e-14
19.0023, 1.0375e-14
19.0165, 1.0408e-14
19.0307, 1.0441e-14
19.0449, 1.0475e-14
19.0449, 1.0508e-14
19.0591, 1.0542e-14
19.0734, 1.0576e-14
19.0876, 1.0609e-14
19.0876, 1.0643e-14
19.1018, 1.0677e-14
19.1161, 1.0712e-14
19.1304, 1.0746e-14
19.1446, 1.078e-14
19.1589, 1.078e-14
19.1732, 1.0815e-14
19.1875, 1.085e-14
19.2019, 1.0884e-14
19.2162, 1.0919e-14
19.2305, 1.0954e-14
19.2449, 1.0954e-14
19.2593, 1.0989e-14
19.2736, 1.1025e-14
19.288, 1.106e-14
19.3024, 1.1095e-14
19.3168, 1.1095e-14
19.3312, 1.1096e-14
19.3312, 1.1131e-14
19.3457, 1.1131e-14
19.3601, 1.1167e-14
19.3746, 1.1167e-14
19.389, 1.1203e-14
19.4035, 1.1238e-14
19.418, 1.1274e-14
19.4325, 1.1311e-14
19.447, 1.1347e-14
19.4615, 1.1347e-14
19.476, 1.1383e-14
19.4905, 1.142e-14
19.5051, 1.1456e-14
19.5197, 1.1493e-14
19.5342, 1.153e-14
19.5488, 1.1567e-14
19.5634, 1.1567e-14
19.5779, 1.1604e-14
19.5926, 1.1641e-14
19.6072, 1.1678e-14
19.6219, 1.1716e-14
19.6364, 1.1753e-14
19.6512, 1.1791e-14
19.6658, 1.1791e-14
19.6804, 1.1829e-14
19.6952, 1.1867e-14
19.7099, 1.1905e-14
19.7246, 1.1943e-14
19.7393, 1.1981e-14
19.7541, 1.2019e-14
19.7688, 1.2058e-14
19.7835, 1.2097e-14
19.7983, 1.2135e-14
19.7983, 1.2174e-14
19.8131, 1.2213e-14
19.8279, 1.2252e-14
19.8427, 1.2291e-14
19.8427, 1.2331e-14
19.8575, 1.2331e-14
19.8575, 1.237e-14
19.8723, 1.237e-14
19.8723, 1.241e-14
19.8872, 1.241e-14
19.8872, 1.245e-14
19.8872, 1.2489e-14
19.902, 1.2529e-14
19.9169, 1.257e-14
19.9317, 1.261e-14
19.9466, 1.265e-14
19.9615, 1.2691e-14
19.9764, 1.2731e-14
19.9764, 1.2772e-14
19.9912, 1.2813e-14
20.0062, 1.2854e-14
20.0211, 1.2895e-14
20.0361, 1.2936e-14
20.051, 1.2978e-14
20.066, 1.3019e-14
20.081, 1.3061e-14
20.096, 1.3103e-14
20.111, 1.3145e-14
20.126, 1.3187e-14
20.126, 1.3229e-14
20.141, 1.3272e-14
20.156, 1.3314e-14
20.1711, 1.3357e-14
20.1861, 1.34e-14
20.2012, 1.3442e-14
20.2163, 1.3486e-14
20.2314, 1.3529e-14
20.2465, 1.3572e-14
20.2616, 1.3616e-14
20.2767, 1.3659e-14
20.2918, 1.3703e-14
20.307, 1.3747e-14
20.307, 1.3791e-14
20.3221, 1.3835e-14
20.3373, 1.3879e-14
20.3525, 1.3924e-14
20.3677, 1.3968e-14
20.3829, 1.4013e-14
20.3981, 1.4058e-14
20.4133, 1.4103e-14
20.4285, 1.4148e-14
20.4438, 1.4193e-14
20.459, 1.4239e-14
20.4743, 1.4285e-14
20.4896, 1.433e-14
20.5049, 1.4376e-14
20.5202, 1.4422e-14
20.5354, 1.4422e-14
20.5354, 1.4468e-14
20.5508, 1.4469e-14
20.5508, 1.4515e-14
20.5662, 1.4515e-14
20.5662, 1.4561e-14
20.5815, 1.4561e-14
20.5815, 1.4608e-14
20.5815, 1.4655e-14
20.5969, 1.4702e-14
20.6122, 1.4749e-14
20.6276, 1.4796e-14
20.643, 1.4843e-14
20.6583, 1.4843e-14
20.6739, 1.4843e-14
20.6739, 1.4891e-14
20.6893, 1.4891e-14
20.6893, 1.4939e-14
20.7046, 1.4939e-14
20.7046, 1.4986e-14
20.7202, 1.4987e-14
20.7202, 1.5034e-14
20.7357, 1.5035e-14
20.7511, 1.5035e-14
20.7666, 1.5083e-14
20.7821, 1.5131e-14
20.7976, 1.518e-14
20.8132, 1.5228e-14
20.8132, 1.5277e-14
20.8287, 1.5277e-14
20.8441, 1.5277e-14
20.8598, 1.5326e-14
20.8754, 1.5375e-14
20.8909, 1.5424e-14
20.9064, 1.5474e-14
20.9221, 1.5523e-14
20.9378, 1.5524e-14
20.9534, 1.5573e-14
20.9689, 1.5623e-14
20.9847, 1.5673e-14
21.0003, 1.5723e-14
21.016, 1.5774e-14
21.0317, 1.5774e-14
21.0474, 1.5824e-14
21.0631, 1.5875e-14
21.0788, 1.5926e-14
21.0946, 1.5977e-14
21.1103, 1.5977e-14
21.1261, 1.6028e-14
21.1418, 1.608e-14
21.1576, 1.6131e-14
21.1734, 1.6183e-14
21.1892, 1.6235e-14
21.205, 1.6235e-14
21.2208, 1.6287e-14
21.2367, 1.6339e-14
21.2525, 1.6391e-14
21.2684, 1.6444e-14
21.2843, 1.6444e-14
21.3002, 1.6497e-14
21.3161, 1.6549e-14
21.332, 1.6603e-14
21.3479, 1.6656e-14
21.3638, 1.6656e-14
21.3798, 1.6709e-14
21.3957, 1.6763e-14
21.4117, 1.6816e-14
21.4277, 1.687e-14
21.4437, 1.687e-14
21.4597, 1.6924e-14
21.4757, 1.6979e-14
21.4917, 1.7033e-14
21.5078, 1.7088e-14
21.5238, 1.7142e-14
21.5399, 1.7142e-14
21.5558, 1.7197e-14
21.572, 1.7252e-14
21.588, 1.7308e-14
21.6042, 1.7363e-14
21.6204, 1.7363e-14
21.6364, 1.7419e-14
21.6526, 1.7475e-14
21.6688, 1.7531e-14
21.685, 1.7587e-14
21.7012, 1.7587e-14
21.7174, 1.7643e-14
21.7336, 1.77e-14
21.7498, 1.7757e-14
21.766, 1.7757e-14
21.7823, 1.7814e-14
21.7985, 1.7871e-14
21.8148, 1.7928e-14
21.8311, 1.7928e-14
21.8474, 1.7985e-14
21.8637, 1.8043e-14
21.88, 1.8043e-14
21.8963, 1.8101e-14
21.9127, 1.8159e-14
21.929, 1.8159e-14
21.9454, 1.8217e-14
21.9618, 1.8217e-14
21.9782, 1.8276e-14
21.9946, 1.8334e-14
22.011, 1.8335e-14
22.0274, 1.8393e-14
22.0439, 1.8452e-14
22.0603, 1.8452e-14
22.0768, 1.8511e-14
22.0933, 1.8571e-14
22.1098, 1.8571e-14
22.1263, 1.863e-14
22.1428, 1.8631e-14
22.1593, 1.869e-14
22.1758, 1.875e-14
22.1924, 1.875e-14
22.209, 1.881e-14
22.2255, 1.8871e-14
22.2421, 1.8871e-14
22.2587, 1.8931e-14
22.2753, 1.8931e-14
22.292, 1.8992e-14
22.3086, 1.9053e-14
22.3253, 1.9053e-14
22.3418, 1.9114e-14
22.3586, 1.9175e-14
22.3753, 1.9175e-14
22.392, 1.9237e-14
22.4087, 1.9237e-14
22.4254, 1.9299e-14
22.4422, 1.936e-14
22.4588, 1.9361e-14
22.4757, 1.9423e-14
22.4925, 1.9423e-14
22.5091, 1.9485e-14
22.526, 1.9547e-14
22.5429, 1.9547e-14
22.5596, 1.961e-14
22.5765, 1.9673e-14
22.5934, 1.9673e-14
22.6101, 1.9736e-14
22.6271, 1.9736e-14
22.644, 1.9799e-14
22.6609, 1.9863e-14
22.6778, 1.9863e-14
22.6947, 1.9927e-14
22.7117, 1.9927e-14
22.7286, 1.9991e-14
22.7456, 2.0055e-14
22.7626, 2.0055e-14
22.7795, 2.0119e-14
22.7966, 2.0119e-14
22.8136, 2.0184e-14
22.8306, 2.0248e-14
22.8476, 2.0249e-14
22.8647, 2.0313e-14
22.8818, 2.0314e-14
22.8988, 2.0379e-14
22.9159, 2.0444e-14
22.933, 2.0444e-14
22.9502, 2.051e-14
22.9673, 2.051e-14
22.9844, 2.0575e-14
23.0016, 2.0641e-14
23.0188, 2.0642e-14
23.0359, 2.0708e-14
23.0531, 2.0708e-14
23.0703, 2.0774e-14
23.0876, 2.0841e-14
23.1048, 2.0841e-14
23.1219, 2.0908e-14
23.1393, 2.0975e-14
23.1566, 2.0975e-14
23.1738, 2.1042e-14
23.1911, 2.1042e-14
23.2084, 2.111e-14
23.2258, 2.111e-14
23.2431, 2.1177e-14
23.2605, 2.1245e-14
23.2778, 2.1245e-14
23.2952, 2.1313e-14
23.3126, 2.1314e-14
23.33, 2.1382e-14
23.3474, 2.145e-14
23.3648, 2.1451e-14
23.3822, 2.1519e-14
23.3997, 2.1588e-14
23.4172, 2.1588e-14
23.4172, 2.1657e-14
23.4346, 2.1657e-14
23.4521, 2.1727e-14
23.4696, 2.1727e-14
23.4872, 2.1727e-14
23.5047, 2.1797e-14
23.5222, 2.1797e-14
23.5398, 2.1797e-14
23.5574, 2.1867e-14
23.5749, 2.1867e-14
23.5925, 2.1937e-14
23.6101, 2.1937e-14
23.6278, 2.1938e-14
23.6454, 2.2008e-14
23.6631, 2.2008e-14
23.6806, 2.2008e-14
23.6984, 2.2079e-14
23.7161, 2.2079e-14
23.7338, 2.2079e-14
23.7515, 2.215e-14
23.7692, 2.215e-14
23.787, 2.215e-14
23.8047, 2.2221e-14
23.8225, 2.2221e-14
23.8403, 2.2222e-14
23.858, 2.2293e-14
23.8759, 2.2293e-14
23.8937, 2.2293e-14
23.9115, 2.2364e-14
23.9294, 2.2365e-14
23.9472, 2.2365e-14
23.9651, 2.2436e-14
23.983, 2.2437e-14
24.0009, 2.2437e-14
24.0188, 2.2509e-14
24.0367, 2.2509e-14
24.0547, 2.2509e-14
24.0726, 2.2581e-14
24.0906, 2.2581e-14
24.1086, 2.2654e-14
24.1266, 2.2654e-14
24.1446, 2.2654e-14
24.1626, 2.2727e-14
24.1807, 2.2727e-14
24.1987, 2.2727e-14
24.2168, 2.28e-14
24.2348, 2.28e-14
24.2529, 2.28e-14
24.271, 2.2873e-14
24.2891, 2.2873e-14
24.3073, 2.2874e-14
24.3254, 2.2947e-14
24.3436, 2.2947e-14
24.3617, 2.2947e-14
24.3799, 2.3021e-14
24.3981, 2.3021e-14
24.4163, 2.3021e-14
24.4346, 2.3095e-14
24.4527, 2.3095e-14
24.471, 2.3095e-14
24.4893, 2.3169e-14
24.5076, 2.3169e-14
24.5259, 2.317e-14
24.5442, 2.3244e-14
24.5625, 2.3244e-14
24.5808, 2.3244e-14
24.5992, 2.3319e-14
24.6176, 2.3319e-14
24.6359, 2.3394e-14
24.6543, 2.3394e-14
24.6726, 2.3394e-14
24.6911, 2.3469e-14
24.7096, 2.3469e-14
24.728, 2.3469e-14
24.7465, 2.3544e-14
24.7649, 2.3545e-14
24.7833, 2.3545e-14
24.8018, 2.362e-14
24.8204, 2.362e-14
24.839, 2.3621e-14
24.8575, 2.3696e-14
24.876, 2.3697e-14
24.8946, 2.3772e-14
24.9132, 2.3773e-14
24.9318, 2.3773e-14
24.9504, 2.3849e-14
24.9689, 2.3849e-14
24.9877, 2.3849e-14
25.0063, 2.3926e-14
25.025, 2.3926e-14
25.0437, 2.3926e-14
25.0623, 2.3926e-14
25.0811, 2.4003e-14
25.0998, 2.4003e-14
25.1185, 2.4003e-14
25.1373, 2.408e-14
25.156, 2.408e-14
25.1748, 2.4081e-14
25.1936, 2.4158e-14
25.2124, 2.4158e-14
25.2312, 2.4235e-14
25.25, 2.4236e-14
25.2689, 2.4236e-14
25.2877, 2.4313e-14
25.3066, 2.4314e-14
25.3255, 2.4314e-14
25.3444, 2.4314e-14
25.3633, 2.4392e-14
25.3822, 2.4392e-14
25.4012, 2.4392e-14
25.4202, 2.4393e-14
25.4391, 2.4393e-14
25.4581, 2.4393e-14
25.4771, 2.4393e-14
25.4962, 2.4393e-14
25.5152, 2.4394e-14
25.5342, 2.4394e-14
25.5533, 2.4472e-14
25.5724, 2.4472e-14
25.5914, 2.4472e-14
25.6105, 2.4472e-14
25.6297, 2.4551e-14
25.6488, 2.4551e-14
25.6679, 2.4551e-14
25.6871, 2.4551e-14
25.7063, 2.4552e-14
25.7255, 2.4552e-14
25.7447, 2.4552e-14
25.7639, 2.4552e-14
25.7831, 2.4553e-14
25.8024, 2.4553e-14
25.8216, 2.4553e-14
25.8409, 2.4553e-14
25.8601, 2.4553e-14
25.8795, 2.4554e-14
25.8988, 2.4554e-14
25.9181, 2.4554e-14
25.9375, 2.4554e-14
25.9567, 2.4554e-14
25.9762, 2.4555e-14
25.9956, 2.4555e-14
26.015, 2.4555e-14
26.0344, 2.4555e-14
26.0538, 2.4555e-14
26.0733, 2.4556e-14
26.0928, 2.4556e-14
26.1122, 2.4556e-14
26.1317, 2.4635e-14
26.1512, 2.4635e-14
26.1707, 2.4635e-14
26.1903, 2.4635e-14
26.2098, 2.4635e-14
26.2294, 2.4636e-14
26.249, 2.4636e-14
26.2686, 2.4636e-14
26.2882, 2.4636e-14
26.3078, 2.4636e-14
26.3274, 2.4637e-14
26.3471, 2.4637e-14
26.3667, 2.4637e-14
26.3864, 2.4637e-14
26.4061, 2.4637e-14
26.4258, 2.4638e-14
26.4456, 2.4638e-14
26.4653, 2.4638e-14
26.4849, 2.4638e-14
26.5048, 2.4638e-14
26.5246, 2.4639e-14
26.5444, 2.4639e-14
26.5642, 2.4639e-14
26.584, 2.4639e-14
26.6038, 2.464e-14
26.6237, 2.464e-14
26.6436, 2.464e-14
26.6635, 2.464e-14
26.6834, 2.464e-14
26.7033, 2.4641e-14
26.7233, 2.4641e-14
26.7431, 2.4641e-14
26.7631, 2.4641e-14
26.7831, 2.4641e-14
26.8031, 2.4642e-14
26.8231, 2.4642e-14
26.8432, 2.4642e-14
26.8632, 2.4642e-14
26.8832, 2.4642e-14
26.9033, 2.4643e-14
26.9234, 2.4643e-14
26.9435, 2.4643e-14
26.9636, 2.4643e-14
26.9837, 2.4643e-14
27.0039, 2.4644e-14
27.024, 2.4644e-14
27.0442, 2.4644e-14
27.0644, 2.4644e-14
27.0846, 2.4644e-14
27.1048, 2.4645e-14
27.125, 2.4645e-14
27.1453, 2.4645e-14
27.1655, 2.4645e-14
27.1858, 2.4645e-14
27.2061, 2.4646e-14
27.2264, 2.4646e-14
27.2467, 2.4646e-14
27.2671, 2.4646e-14
27.2873, 2.4646e-14
27.3078, 2.4647e-14
27.3282, 2.4647e-14
27.3486, 2.4647e-14
27.369, 2.4647e-14
27.3894, 2.4647e-14
27.4099, 2.4648e-14
27.4303, 2.4648e-14
27.4508, 2.4648e-14
27.4713, 2.4648e-14
27.4918, 2.4648e-14
27.5123, 2.4649e-14
27.5328, 2.4649e-14
27.5534, 2.4571e-14
27.5739, 2.4571e-14
27.5945, 2.4571e-14
27.6151, 2.4571e-14
27.6358, 2.4493e-14
27.6564, 2.4493e-14
27.677, 2.4494e-14
27.6977, 2.4494e-14
27.7184, 2.4494e-14
27.7389, 2.4494e-14
27.7598, 2.4494e-14
27.7805, 2.4495e-14
27.8012, 2.4495e-14
27.822, 2.4417e-14
27.8427, 2.4417e-14
27.8635, 2.4417e-14
27.8843, 2.4418e-14
27.9051, 2.4418e-14
27.926, 2.434e-14
27.9468, 2.434e-14
27.9677, 2.4341e-14
27.9885, 2.4341e-14
28.0094, 2.4263e-14
28.0303, 2.4264e-14
28.0513, 2.4264e-14
28.0722, 2.4264e-14
28.0931, 2.4264e-14
28.1141, 2.4264e-14
28.1351, 2.4187e-14
28.1561, 2.4188e-14
28.1771, 2.4188e-14
28.1981, 2.4188e-14
28.2192, 2.4111e-14
28.2403, 2.4111e-14
28.2612, 2.4112e-14
28.2824, 2.4112e-14
28.3035, 2.4035e-14
28.3247, 2.4035e-14
28.3458, 2.4036e-14
28.3458, 2.3959e-14
28.367, 2.3959e-14
28.3881, 2.3959e-14
28.4093, 2.396e-14
28.4304, 2.396e-14
28.4518, 2.396e-14
28.4729, 2.3884e-14
28.4943, 2.3884e-14
28.5154, 2.3884e-14
28.5368, 2.3885e-14
28.5581, 2.3885e-14
28.5794, 2.3809e-14
28.6008, 2.3809e-14
28.6221, 2.3809e-14
28.6435, 2.3809e-14
28.6649, 2.381e-14
28.6862, 2.381e-14
28.7077, 2.381e-14
28.729, 2.381e-14
28.7505, 2.381e-14
28.772, 2.3735e-14
28.7934, 2.3735e-14
28.815, 2.3735e-14
28.8365, 2.3735e-14
28.858, 2.3736e-14
28.8795, 2.3736e-14
28.9011, 2.366e-14
28.9226, 2.3661e-14
28.9443, 2.3661e-14
28.9659, 2.3661e-14
28.9875, 2.3661e-14
29.0091, 2.3661e-14
29.0308, 2.3662e-14
29.0524, 2.3662e-14
29.0741, 2.3662e-14
29.0958, 2.3662e-14
29.1175, 2.3662e-14
29.1393, 2.3663e-14
29.161, 2.3663e-14
29.1828, 2.3663e-14
29.2046, 2.3663e-14
29.2264, 2.3663e-14
29.2482, 2.3663e-14
29.27, 2.3664e-14
29.2919, 2.3664e-14
29.3136, 2.3664e-14
29.3356, 2.3664e-14
29.3575, 2.3664e-14
29.3794, 2.3665e-14
29.3794, 2.3589e-14
29.4013, 2.3589e-14
29.4233, 2.3665e-14
29.4453, 2.3665e-14
29.4453, 2.359e-14
29.4672, 2.359e-14
