#DataThief /Users/shugo/Downloads/HPlimit.png
# DAMIC  eV, chi
4.4151, 1.2334e-12
4.4184, 1.2334e-12
4.4217, 1.2295e-12
4.425, 1.2295e-12
4.4283, 1.2256e-12
4.4316, 1.2256e-12
4.4349, 1.2256e-12
4.4383, 1.2217e-12
4.4416, 1.2217e-12
4.4449, 1.2178e-12
4.4482, 1.2178e-12
4.4515, 1.2179e-12
4.4548, 1.214e-12
4.4582, 1.214e-12
4.4615, 1.214e-12
4.4647, 1.2102e-12
4.4682, 1.2102e-12
4.4715, 1.2063e-12
4.4748, 1.2063e-12
4.4782, 1.2063e-12
4.4815, 1.2025e-12
4.4849, 1.2025e-12
4.4882, 1.1987e-12
4.4916, 1.1987e-12
4.4949, 1.1949e-12
4.4983, 1.1911e-12
4.5016, 1.1911e-12
4.505, 1.1873e-12
4.5083, 1.1873e-12
4.5117, 1.1836e-12
4.5151, 1.1836e-12
4.5184, 1.1836e-12
4.5184, 1.1798e-12
4.5218, 1.1761e-12
4.5252, 1.1761e-12
4.5286, 1.1761e-12
4.5286, 1.1723e-12
4.532, 1.1686e-12
4.5352, 1.1686e-12
4.5387, 1.1649e-12
4.5421, 1.1612e-12
4.5455, 1.1612e-12
4.5489, 1.1575e-12
4.5523, 1.1539e-12
4.5556, 1.1539e-12
4.5591, 1.1502e-12
4.5625, 1.1466e-12
4.5659, 1.1466e-12
4.5693, 1.1429e-12
4.5727, 1.1393e-12
4.576, 1.1393e-12
4.5795, 1.1357e-12
4.583, 1.1357e-12
4.5864, 1.1321e-12
4.5897, 1.1285e-12
4.5932, 1.1285e-12
4.5967, 1.1285e-12
4.6, 1.1249e-12
4.6035, 1.1213e-12
4.607, 1.1178e-12
4.6104, 1.1142e-12
4.6138, 1.1142e-12
4.6173, 1.1107e-12
4.6207, 1.1072e-12
4.6242, 1.1037e-12
4.6276, 1.1002e-12
4.6311, 1.0967e-12
4.6345, 1.0932e-12
4.638, 1.0897e-12
4.6415, 1.0862e-12
4.6449, 1.0862e-12
4.6484, 1.0828e-12
4.6519, 1.0794e-12
4.6553, 1.0759e-12
4.6588, 1.0725e-12
4.6623, 1.0691e-12
4.6658, 1.0657e-12
4.6693, 1.0623e-12
4.6726, 1.059e-12
4.6762, 1.0556e-12
4.6797, 1.0556e-12
4.6832, 1.0522e-12
4.6867, 1.0489e-12
4.6902, 1.0456e-12
4.6937, 1.0422e-12
4.6972, 1.0389e-12
4.7006, 1.0356e-12
4.7042, 1.0323e-12
4.7077, 1.0324e-12
4.7113, 1.0291e-12
4.7147, 1.0258e-12
4.7183, 1.0225e-12
4.7218, 1.0193e-12
4.7252, 1.0161e-12
4.7288, 1.0161e-12
4.7324, 1.0128e-12
4.7359, 1.0096e-12
4.7395, 1.0064e-12
4.7429, 1.0032e-12
4.7465, 1.0032e-12
4.7501, 1.0e-12
4.7536, 9.9687e-13
4.7572, 9.937e-13
4.7607, 9.9054e-13
4.7643, 9.9055e-13
4.7643, 9.874e-13
4.7678, 9.8426e-13
4.7713, 9.8427e-13
4.775, 9.8114e-13
4.775, 9.7802e-13
4.7785, 9.7803e-13
4.7821, 9.7492e-13
4.7856, 9.7182e-13
4.7856, 9.6873e-13
4.7892, 9.6874e-13
4.7928, 9.6566e-13
4.7928, 9.6258e-13
4.7964, 9.6259e-13
4.8, 9.5953e-13
4.8035, 9.5648e-13
4.8071, 9.5649e-13
4.8071, 9.5345e-13
4.8107, 9.5345e-13
4.8143, 9.5043e-13
4.8178, 9.4741e-13
4.8215, 9.4741e-13
4.8215, 9.444e-13
4.8251, 9.4441e-13
4.8287, 9.4141e-13
4.8323, 9.4141e-13
4.8323, 9.3841e-13
4.8359, 9.3842e-13
4.8395, 9.3544e-13
4.8431, 9.3247e-13
4.8468, 9.3248e-13
4.8468, 9.2951e-13
4.8504, 9.2952e-13
4.854, 9.2952e-13
4.8576, 9.2657e-13
4.8612, 9.2363e-13
4.8649, 9.2069e-13
4.8685, 9.207e-13
4.8721, 9.2071e-13
4.8758, 9.1778e-13
4.8794, 9.1779e-13
4.8794, 9.1487e-13
4.8831, 9.1488e-13
4.8867, 9.1197e-13
4.8902, 9.0907e-13
4.894, 9.0908e-13
4.894, 9.0619e-13
4.8977, 9.0331e-13
4.9013, 9.0331e-13
4.905, 9.0045e-13
4.9085, 8.9759e-13
4.9123, 8.9473e-13
4.916, 8.9474e-13
4.9196, 8.919e-13
4.9196, 8.8906e-13
4.9233, 8.8907e-13
4.927, 8.8624e-13
4.9306, 8.8625e-13
4.9306, 8.8343e-13
4.9343, 8.8343e-13
4.938, 8.8063e-13
4.9417, 8.8064e-13
4.9417, 8.7783e-13
4.9454, 8.7784e-13
4.9491, 8.7505e-13
4.9527, 8.7506e-13
4.9527, 8.7227e-13
4.9565, 8.7228e-13
4.9602, 8.7228e-13
4.9639, 8.6951e-13
4.9676, 8.6675e-13
4.9713, 8.6676e-13
4.975, 8.6401e-13
4.9787, 8.6126e-13
4.9824, 8.6127e-13
4.9861, 8.5853e-13
4.9899, 8.558e-13
4.9936, 8.5581e-13
4.9973, 8.5309e-13
5.0011, 8.5038e-13
5.0048, 8.5039e-13
5.0085, 8.4769e-13
5.0123, 8.477e-13
5.016, 8.45e-13
5.0197, 8.4501e-13
5.0235, 8.4233e-13
5.0272, 8.4233e-13
5.031, 8.3966e-13
5.0348, 8.3699e-13
5.0385, 8.37e-13
5.0423, 8.3434e-13
5.046, 8.3435e-13
5.0498, 8.317e-13
5.0536, 8.317e-13
5.0573, 8.2906e-13
5.0611, 8.2907e-13
5.0649, 8.2643e-13
5.0687, 8.2644e-13
5.0725, 8.2382e-13
5.0762, 8.212e-13
5.08, 8.2121e-13
5.0838, 8.186e-13
5.0876, 8.186e-13
5.0914, 8.1861e-13
5.0952, 8.1601e-13
5.099, 8.1602e-13
5.1028, 8.1602e-13
5.1066, 8.1343e-13
5.1104, 8.1344e-13
5.1143, 8.1344e-13
5.1181, 8.1086e-13
5.1219, 8.1087e-13
5.1257, 8.0829e-13
5.1296, 8.083e-13
5.1334, 8.0831e-13
5.1372, 8.0831e-13
5.141, 8.0574e-13
5.1449, 8.0575e-13
5.1487, 8.0319e-13
5.1526, 8.032e-13
5.1564, 8.032e-13
5.1564, 8.0065e-13
5.1602, 8.0065e-13
5.1641, 8.0066e-13
5.168, 7.9812e-13
5.1718, 7.9812e-13
5.1757, 7.9559e-13
5.1795, 7.9559e-13
5.1834, 7.956e-13
5.1873, 7.9561e-13
5.1912, 7.9561e-13
5.195, 7.9562e-13
5.1989, 7.9563e-13
5.2028, 7.9563e-13
5.2067, 7.9311e-13
5.2106, 7.9311e-13
5.2144, 7.9312e-13
5.2183, 7.9313e-13
5.2222, 7.9313e-13
5.2261, 7.9314e-13
5.23, 7.9315e-13
5.2339, 7.9315e-13
5.2378, 7.9316e-13
5.2418, 7.9317e-13
5.2457, 7.9317e-13
5.2496, 7.9065e-13
5.2535, 7.9066e-13
5.2574, 7.9067e-13
5.2612, 7.9067e-13
5.2652, 7.9068e-13
5.2692, 7.9069e-13
5.2731, 7.9069e-13
5.2771, 7.907e-13
5.281, 7.907e-13
5.285, 7.9324e-13
5.2889, 7.9324e-13
5.2928, 7.9325e-13
5.2968, 7.9326e-13
5.3008, 7.9326e-13
5.3047, 7.9327e-13
5.3087, 7.9328e-13
5.3126, 7.9328e-13
5.3166, 7.9329e-13
5.3206, 7.933e-13
5.3245, 7.933e-13
5.3285, 7.9331e-13
5.3325, 7.9332e-13
5.3365, 7.9332e-13
5.3404, 7.9333e-13
5.3444, 7.9334e-13
5.3484, 7.9334e-13
5.3524, 7.9335e-13
5.3564, 7.9336e-13
5.3604, 7.9336e-13
5.3644, 7.9337e-13
5.3684, 7.9338e-13
5.3724, 7.9338e-13
5.3764, 7.9339e-13
5.3804, 7.934e-13
5.3845, 7.934e-13
5.3885, 7.9341e-13
5.3925, 7.9341e-13
5.3965, 7.9342e-13
5.4006, 7.9343e-13
5.4046, 7.9343e-13
5.4086, 7.9344e-13
5.4127, 7.9345e-13
5.4167, 7.9345e-13
5.4207, 7.9346e-13
5.4248, 7.9347e-13
5.4288, 7.9347e-13
5.4329, 7.9095e-13
5.4369, 7.9096e-13
5.441, 7.9097e-13
5.4451, 7.9097e-13
5.4491, 7.8846e-13
5.4532, 7.8847e-13
5.4573, 7.8847e-13
5.4613, 7.8848e-13
5.4654, 7.8598e-13
5.4695, 7.8598e-13
5.4736, 7.8599e-13
5.4777, 7.8599e-13
5.4818, 7.835e-13
5.4858, 7.835e-13
5.4899, 7.8351e-13
5.494, 7.8352e-13
5.4981, 7.8103e-13
5.5022, 7.8104e-13
5.5063, 7.8104e-13
5.5105, 7.8105e-13
5.5146, 7.8105e-13
5.5187, 7.7857e-13
5.5228, 7.7858e-13
5.5269, 7.7859e-13
5.5311, 7.7859e-13
5.5352, 7.786e-13
5.5393, 7.7613e-13
5.5434, 7.7613e-13
5.5476, 7.7614e-13
5.5516, 7.7615e-13
5.5558, 7.7368e-13
5.56, 7.7369e-13
5.5642, 7.7369e-13
5.5683, 7.737e-13
5.5725, 7.7371e-13
5.5766, 7.7125e-13
5.5808, 7.7125e-13
5.585, 7.688e-13
5.5891, 7.6881e-13
5.5933, 7.6882e-13
5.5975, 7.6882e-13
5.6017, 7.6638e-13
5.6058, 7.6639e-13
5.6099, 7.6639e-13
5.6141, 7.664e-13
5.6183, 7.6641e-13
5.6226, 7.6397e-13
5.6268, 7.6398e-13
5.631, 7.6398e-13
5.6352, 7.6156e-13
5.6394, 7.6156e-13
5.6436, 7.5915e-13
5.6478, 7.5915e-13
5.652, 7.5916e-13
5.6562, 7.5675e-13
5.6604, 7.5675e-13
5.6646, 7.5676e-13
5.6689, 7.5435e-13
5.6732, 7.5436e-13
5.6774, 7.5196e-13
5.6816, 7.5197e-13
5.6859, 7.5198e-13
5.6901, 7.4959e-13
5.6944, 7.4959e-13
5.6985, 7.4721e-13
5.7029, 7.4722e-13
5.7071, 7.4723e-13
5.7114, 7.4485e-13
5.7157, 7.4486e-13
5.7199, 7.4486e-13
5.7242, 7.425e-13
5.7285, 7.425e-13
5.7327, 7.4015e-13
5.737, 7.4015e-13
5.7412, 7.4016e-13
5.7456, 7.3781e-13
5.7499, 7.3781e-13
5.7542, 7.3547e-13
5.7585, 7.3548e-13
5.7628, 7.3548e-13
5.7671, 7.3315e-13
5.7713, 7.3315e-13
5.7757, 7.3316e-13
5.78, 7.3083e-13
5.7843, 7.3084e-13
5.7886, 7.2851e-13
5.7929, 7.2852e-13
5.7973, 7.2853e-13
5.8016, 7.2621e-13
5.8058, 7.2622e-13
5.8103, 7.2622e-13
5.8146, 7.2392e-13
5.8189, 7.2392e-13
5.8233, 7.2393e-13
5.8276, 7.2163e-13
5.8319, 7.2163e-13
5.8363, 7.2164e-13
5.8407, 7.1935e-13
5.845, 7.1935e-13
5.8494, 7.1936e-13
5.8538, 7.1708e-13
5.858, 7.1708e-13
5.8625, 7.1709e-13
5.8669, 7.1481e-13
5.8713, 7.1482e-13
5.8757, 7.1482e-13
5.88, 7.1483e-13
5.8843, 7.1256e-13
5.8888, 7.1256e-13
5.8932, 7.103e-13
5.8976, 7.103e-13
5.902, 7.1031e-13
5.902, 7.0805e-13
5.9064, 7.0805e-13
5.9108, 7.0806e-13
5.9152, 7.0581e-13
5.9197, 7.0582e-13
5.9241, 7.0357e-13
5.9285, 7.0358e-13
5.9329, 7.0359e-13
5.9374, 7.0359e-13
5.9418, 7.0136e-13
5.9462, 7.0136e-13
5.9506, 7.0137e-13
5.955, 6.9914e-13
5.9595, 6.9915e-13
5.964, 6.9915e-13
5.9684, 6.9693e-13
5.9729, 6.9694e-13
5.9774, 6.9694e-13
5.9818, 6.9473e-13
5.9863, 6.9474e-13
5.9908, 6.9474e-13
5.9952, 6.9253e-13
5.9997, 6.9254e-13
6.0042, 6.9255e-13
6.0087, 6.9035e-13
6.0131, 6.9035e-13
6.0176, 6.9036e-13
6.0221, 6.9036e-13
6.0266, 6.8817e-13
6.0311, 6.8818e-13
6.0356, 6.8818e-13
6.0401, 6.86e-13
6.0446, 6.86e-13
6.0491, 6.8601e-13
6.0537, 6.8601e-13
6.0582, 6.8383e-13
6.0627, 6.8384e-13
6.0672, 6.8384e-13
6.0718, 6.8385e-13
6.0763, 6.8168e-13
6.0808, 6.8168e-13
6.0854, 6.8169e-13
6.0899, 6.8169e-13
6.0945, 6.817e-13
6.099, 6.7953e-13
6.1036, 6.7954e-13
6.1081, 6.7738e-13
6.1127, 6.7739e-13
6.1172, 6.7524e-13
6.1218, 6.7524e-13
6.1264, 6.731e-13
6.1309, 6.731e-13
6.1355, 6.7096e-13
6.1401, 6.7097e-13
6.1447, 6.6884e-13
6.1493, 6.6884e-13
6.1539, 6.6672e-13
6.1585, 6.6672e-13
6.163, 6.6461e-13
6.1676, 6.6461e-13
6.1723, 6.625e-13
6.1769, 6.6251e-13
6.1815, 6.604e-13
6.1861, 6.6041e-13
6.1907, 6.5831e-13
6.1953, 6.5622e-13
6.1999, 6.5622e-13
6.2046, 6.5414e-13
6.2092, 6.5414e-13
6.2138, 6.5415e-13
6.2185, 6.5207e-13
6.2231, 6.5e-13
6.2278, 6.4794e-13
6.2324, 6.4588e-13
6.2371, 6.4383e-13
6.2417, 6.4178e-13
6.2464, 6.4179e-13
6.251, 6.3975e-13
6.2557, 6.3772e-13
6.2604, 6.3569e-13
6.2651, 6.3367e-13
6.2697, 6.3166e-13
6.2744, 6.2965e-13
6.2791, 6.2765e-13
6.2838, 6.2766e-13
6.2885, 6.2566e-13
6.2932, 6.2368e-13
6.2979, 6.2169e-13
6.3026, 6.1972e-13
6.3073, 6.1775e-13
6.312, 6.1579e-13
6.3167, 6.1383e-13
6.3167, 6.1188e-13
6.3214, 6.0993e-13
6.3261, 6.08e-13
6.3308, 6.0607e-13
6.3356, 6.0414e-13
6.3356, 6.0222e-13
6.3356, 6.003e-13
6.3356, 5.9839e-13
6.3403, 5.9649e-13
6.3403, 5.9459e-13
6.345, 5.927e-13
6.3498, 5.9081e-13
6.3545, 5.8894e-13
6.3593, 5.8707e-13
6.3593, 5.852e-13
6.3639, 5.8334e-13
6.3688, 5.8149e-13
6.3688, 5.7963e-13
6.3735, 5.7964e-13
6.3783, 5.778e-13
6.3783, 5.7596e-13
6.383, 5.7413e-13
6.3878, 5.7413e-13
6.3878, 5.723e-13
6.3926, 5.7049e-13
6.3973, 5.6867e-13
6.4021, 5.6687e-13
6.4021, 5.6506e-13
6.4069, 5.6327e-13
6.4117, 5.6327e-13
6.4117, 5.6148e-13
6.4165, 5.5969e-13
6.4212, 5.5792e-13
6.4212, 5.5614e-13
6.4212, 5.5437e-13
6.426, 5.5261e-13
6.4308, 5.5085e-13
6.4308, 5.491e-13
6.4356, 5.4735e-13
6.4356, 5.4561e-13
6.4404, 5.4561e-13
6.4404, 5.4388e-13
6.4452, 5.4215e-13
6.4501, 5.4043e-13
6.4501, 5.3871e-13
6.4549, 5.3871e-13
6.4597, 5.37e-13
6.4597, 5.3529e-13
6.4645, 5.3359e-13
6.4693, 5.3189e-13
6.4742, 5.302e-13
6.4742, 5.2852e-13
6.479, 5.2684e-13
6.4838, 5.2684e-13
6.4838, 5.2516e-13
6.4887, 5.235e-13
6.4887, 5.2183e-13
6.4935, 5.2183e-13
6.4935, 5.2017e-13
6.4984, 5.1852e-13
6.4984, 5.1687e-13
6.5032, 5.1687e-13
6.5032, 5.1523e-13
6.5032, 5.1358e-13
6.5081, 5.1195e-13
6.5081, 5.1032e-13
6.5129, 5.087e-13
6.5178, 5.0709e-13
6.5178, 5.0547e-13
6.5227, 5.0386e-13
6.5227, 5.0226e-13
6.5274, 5.0066e-13
6.5274, 4.9907e-13
6.5324, 4.9748e-13
6.5324, 4.959e-13
6.5373, 4.9433e-13
6.5373, 4.9275e-13
6.5422, 4.9119e-13
6.547, 4.8963e-13
6.547, 4.8807e-13
6.5518, 4.8652e-13
6.5568, 4.8497e-13
6.5568, 4.8343e-13
6.5617, 4.8189e-13
6.5617, 4.8036e-13
6.5666, 4.7883e-13
6.5666, 4.773e-13
6.5715, 4.7579e-13
6.5715, 4.7427e-13
6.5764, 4.7277e-13
6.5764, 4.7126e-13
6.5813, 4.6976e-13
6.5813, 4.6827e-13
6.5862, 4.6678e-13
6.5862, 4.6529e-13
6.5912, 4.6382e-13
6.596, 4.6234e-13
6.596, 4.6087e-13
6.601, 4.5941e-13
6.601, 4.5794e-13
6.6059, 4.5649e-13
6.6059, 4.5503e-13
6.6109, 4.5359e-13
6.6109, 4.5214e-13
6.6158, 4.5071e-13
6.6158, 4.4927e-13
6.6207, 4.4785e-13
6.6207, 4.4642e-13
6.6207, 4.45e-13
6.6257, 4.4358e-13
6.6257, 4.4217e-13
6.6306, 4.4077e-13
6.6306, 4.3936e-13
6.6356, 4.3797e-13
6.6356, 4.3657e-13
6.6404, 4.3519e-13
6.6404, 4.338e-13
6.6455, 4.3242e-13
6.6455, 4.3105e-13
6.6505, 4.2968e-13
6.6505, 4.2831e-13
6.6554, 4.2695e-13
6.6554, 4.2559e-13
6.6604, 4.2424e-13
6.6604, 4.2288e-13
6.6654, 4.2154e-13
6.6654, 4.202e-13
6.6703, 4.1886e-13
6.6703, 4.1753e-13
6.6753, 4.162e-13
6.6753, 4.1488e-13
6.6803, 4.1356e-13
6.6803, 4.1224e-13
6.6853, 4.1093e-13
6.6853, 4.0962e-13
6.6903, 4.0832e-13
6.6903, 4.0702e-13
6.6903, 4.0573e-13
6.6903, 4.0443e-13
6.6903, 4.0315e-13
6.6903, 4.0186e-13
6.6903, 4.0058e-13
6.6953, 3.9931e-13
6.6953, 3.9804e-13
6.7003, 3.9804e-13
6.7003, 3.9677e-13
6.7053, 3.9551e-13
6.7053, 3.9425e-13
6.7103, 3.93e-13
6.7103, 3.9175e-13
6.7153, 3.9051e-13
6.7153, 3.8926e-13
6.7203, 3.8927e-13
6.7203, 3.8803e-13
6.7252, 3.8679e-13
6.7252, 3.8556e-13
6.7303, 3.8434e-13
6.7354, 3.8312e-13
6.7354, 3.819e-13
6.7404, 3.8068e-13
6.7404, 3.7947e-13
6.7404, 3.7826e-13
6.7454, 3.7706e-13
6.7454, 3.7586e-13
6.7505, 3.7467e-13
6.7505, 3.7347e-13
6.7505, 3.7228e-13
6.7555, 3.711e-13
6.7555, 3.6992e-13
6.7605, 3.6874e-13
6.7605, 3.6757e-13
6.7605, 3.664e-13
6.7656, 3.6523e-13
6.7656, 3.6407e-13
6.7706, 3.6291e-13
6.7706, 3.6176e-13
6.7757, 3.6061e-13
6.7757, 3.5946e-13
6.7757, 3.5832e-13
6.7807, 3.5718e-13
6.7807, 3.5604e-13
6.7858, 3.5491e-13
6.7858, 3.5378e-13
6.7909, 3.5266e-13
6.7909, 3.5153e-13
6.7959, 3.5042e-13
6.7959, 3.493e-13
6.7959, 3.4819e-13
6.801, 3.4708e-13
6.801, 3.4598e-13
6.8061, 3.4488e-13
6.8061, 3.4378e-13
6.8112, 3.4269e-13
6.8112, 3.416e-13
6.8163, 3.4051e-13
6.8163, 3.3943e-13
6.8163, 3.3835e-13
6.8213, 3.3727e-13
6.8213, 3.362e-13
6.8264, 3.3513e-13
6.8264, 3.3406e-13
6.8315, 3.33e-13
6.8315, 3.3194e-13
6.8315, 3.3088e-13
6.8366, 3.2983e-13
6.8366, 3.2878e-13
6.8417, 3.2774e-13
6.8417, 3.2669e-13
6.8468, 3.2565e-13
6.8468, 3.2462e-13
6.8519, 3.2359e-13
6.8519, 3.2256e-13
6.8519, 3.2153e-13
6.8571, 3.2051e-13
6.8571, 3.1949e-13
6.8622, 3.1847e-13
6.8622, 3.1746e-13
6.8673, 3.1645e-13
6.8673, 3.1544e-13
6.8723, 3.1444e-13
6.8723, 3.1344e-13
6.8723, 3.1244e-13
6.8776, 3.1145e-13
6.8776, 3.1046e-13
6.8827, 3.0947e-13
6.8827, 3.0848e-13
6.8878, 3.075e-13
6.8878, 3.0652e-13
6.8878, 3.0555e-13
6.893, 3.0458e-13
6.893, 3.0361e-13
6.8981, 3.0264e-13
6.8981, 3.0168e-13
6.9033, 3.0072e-13
6.9033, 2.9976e-13
6.9083, 2.9881e-13
6.9083, 2.9786e-13
6.9083, 2.9691e-13
6.9136, 2.9691e-13
6.9188, 2.9597e-13
6.9188, 2.9503e-13
6.9188, 2.9409e-13
6.9239, 2.9315e-13
6.9291, 2.9222e-13
6.9343, 2.9129e-13
6.9343, 2.9037e-13
6.9343, 2.8944e-13
6.9394, 2.8852e-13
6.9445, 2.8761e-13
6.9498, 2.8669e-13
6.9498, 2.8578e-13
6.9498, 2.8487e-13
6.955, 2.8396e-13
6.9602, 2.8306e-13
6.9654, 2.8216e-13
6.9654, 2.8126e-13
6.9706, 2.8037e-13
6.9758, 2.7948e-13
6.9758, 2.7859e-13
6.9809, 2.7771e-13
6.9809, 2.7682e-13
6.9862, 2.7594e-13
6.9914, 2.7507e-13
6.9914, 2.7419e-13
6.9914, 2.7332e-13
6.9966, 2.7245e-13
6.9966, 2.7158e-13
7.0019, 2.7072e-13
7.0071, 2.6986e-13
7.0123, 2.69e-13
7.0176, 2.6815e-13
7.0228, 2.6729e-13
7.028, 2.6644e-13
7.028, 2.656e-13
7.0333, 2.6475e-13
7.0385, 2.6391e-13
7.0438, 2.6307e-13
7.049, 2.6224e-13
7.0543, 2.614e-13
7.0596, 2.6057e-13
7.0596, 2.5974e-13
7.0648, 2.5892e-13
7.0701, 2.581e-13
7.0754, 2.5728e-13
7.0807, 2.5646e-13
7.086, 2.5565e-13
7.0912, 2.5483e-13
7.0965, 2.5402e-13
7.0965, 2.5321e-13
7.1018, 2.5241e-13
7.1071, 2.5161e-13
7.1124, 2.5081e-13
7.1178, 2.5001e-13
7.1231, 2.4922e-13
7.1284, 2.4843e-13
7.1284, 2.4764e-13
7.1337, 2.4685e-13
7.139, 2.4606e-13
7.1444, 2.4528e-13
7.1497, 2.445e-13
7.155, 2.4373e-13
7.1604, 2.4295e-13
7.1657, 2.4218e-13
7.1657, 2.4141e-13
7.1711, 2.4064e-13
7.1764, 2.3988e-13
7.1818, 2.3912e-13
7.1871, 2.3836e-13
7.1925, 2.376e-13
7.1979, 2.3685e-13
7.1979, 2.3609e-13
7.2032, 2.3534e-13
7.2086, 2.3459e-13
7.214, 2.3385e-13
7.2194, 2.3311e-13
7.2248, 2.3237e-13
7.2302, 2.3163e-13
7.2356, 2.3089e-13
7.2356, 2.3016e-13
7.241, 2.2942e-13
7.2464, 2.287e-13
7.2518, 2.2797e-13
7.2572, 2.2725e-13
7.2626, 2.2652e-13
7.268, 2.258e-13
7.2735, 2.2509e-13
7.2735, 2.2437e-13
7.2789, 2.2366e-13
7.2843, 2.2295e-13
7.2898, 2.2224e-13
7.2952, 2.2153e-13
7.3006, 2.2083e-13
7.3061, 2.2013e-13
7.3115, 2.1943e-13
7.3115, 2.1873e-13
7.317, 2.1803e-13
7.3225, 2.1734e-13
7.3279, 2.1665e-13
7.3334, 2.1596e-13
7.3389, 2.1528e-13
7.3444, 2.1459e-13
7.3498, 2.1391e-13
7.3553, 2.1323e-13
7.3553, 2.1255e-13
7.3608, 2.1188e-13
7.3663, 2.1121e-13
7.3718, 2.1053e-13
7.3773, 2.0987e-13
7.3828, 2.092e-13
7.3883, 2.0853e-13
7.3938, 2.0787e-13
7.3938, 2.0721e-13
7.3994, 2.0655e-13
7.4049, 2.059e-13
7.4104, 2.0524e-13
7.4159, 2.0459e-13
7.4215, 2.0394e-13
7.427, 2.0329e-13
7.4325, 2.0265e-13
7.4381, 2.02e-13
7.4437, 2.0136e-13
7.4492, 2.0072e-13
7.4492, 2.0008e-13
7.4548, 1.9945e-13
7.4604, 1.9881e-13
7.4659, 1.9818e-13
7.4715, 1.9755e-13
7.4771, 1.9692e-13
7.4827, 1.963e-13
7.4882, 1.9568e-13
7.4938, 1.9505e-13
7.4994, 1.9443e-13
7.4994, 1.9381e-13
7.505, 1.932e-13
7.5106, 1.9259e-13
7.5162, 1.9197e-13
7.5218, 1.9136e-13
7.5274, 1.9076e-13
7.5331, 1.9015e-13
7.5387, 1.8955e-13
7.5387, 1.8894e-13
7.5443, 1.8834e-13
7.55, 1.8774e-13
7.5556, 1.8715e-13
7.5612, 1.8655e-13
7.5669, 1.8596e-13
7.5725, 1.8537e-13
7.5782, 1.8478e-13
7.5782, 1.8419e-13
7.5838, 1.8361e-13
7.5895, 1.8302e-13
7.5952, 1.8244e-13
7.6008, 1.8186e-13
7.6065, 1.8129e-13
7.6122, 1.8071e-13
7.6179, 1.8014e-13
7.6236, 1.7956e-13
7.6236, 1.7899e-13
7.6292, 1.7842e-13
7.6349, 1.7786e-13
7.6406, 1.7729e-13
7.6463, 1.7673e-13
7.652, 1.7617e-13
7.6578, 1.7561e-13
7.6635, 1.7505e-13
7.6692, 1.7449e-13
7.6749, 1.7394e-13
7.6806, 1.7339e-13
7.6864, 1.7284e-13
7.6864, 1.7229e-13
7.6921, 1.7174e-13
7.6979, 1.7119e-13
7.7036, 1.7065e-13
7.7094, 1.7011e-13
7.7151, 1.6957e-13
7.7208, 1.6903e-13
7.7266, 1.6849e-13
7.7324, 1.6796e-13
7.7382, 1.6742e-13
7.744, 1.6689e-13
7.7497, 1.6636e-13
7.7555, 1.6583e-13
7.7612, 1.653e-13
7.7671, 1.6478e-13
7.7729, 1.6426e-13
7.7787, 1.6426e-13
7.7787, 1.6373e-13
7.7845, 1.6374e-13
7.7845, 1.6321e-13
7.7903, 1.6322e-13
7.7903, 1.627e-13
7.7961, 1.627e-13
7.7961, 1.6218e-13
7.802, 1.6218e-13
7.802, 1.6166e-13
7.8077, 1.6167e-13
7.8077, 1.6115e-13
7.8136, 1.6115e-13
7.8194, 1.6115e-13
7.8253, 1.6064e-13
7.8311, 1.6013e-13
7.837, 1.5962e-13
7.8428, 1.5912e-13
7.8487, 1.5861e-13
7.8545, 1.5811e-13
7.8604, 1.576e-13
7.8662, 1.571e-13
7.8721, 1.571e-13
7.878, 1.5661e-13
7.8839, 1.5611e-13
7.8898, 1.5561e-13
7.8957, 1.5512e-13
7.9016, 1.5463e-13
7.9075, 1.5413e-13
7.9134, 1.5364e-13
7.9193, 1.5316e-13
7.9252, 1.5267e-13
7.9311, 1.5218e-13
7.937, 1.517e-13
7.9428, 1.517e-13
7.9489, 1.5122e-13
7.9548, 1.5074e-13
7.9607, 1.5026e-13
7.9667, 1.4978e-13
7.9726, 1.4931e-13
7.9786, 1.4883e-13
7.9845, 1.4884e-13
7.9905, 1.4836e-13
7.9965, 1.4789e-13
8.0024, 1.4742e-13
8.0084, 1.4695e-13
8.0144, 1.4649e-13
8.0204, 1.4602e-13
8.0263, 1.4556e-13
8.0323, 1.4556e-13
8.0383, 1.451e-13
8.0443, 1.4464e-13
8.0503, 1.4418e-13
8.0563, 1.4372e-13
8.0624, 1.4326e-13
8.0684, 1.4281e-13
8.0744, 1.4235e-13
8.0804, 1.4235e-13
8.0865, 1.419e-13
8.0925, 1.4145e-13
8.0985, 1.41e-13
8.1046, 1.4055e-13
8.1106, 1.4011e-13
8.1167, 1.3966e-13
8.1227, 1.3922e-13
8.1288, 1.3878e-13
8.1349, 1.3878e-13
8.1409, 1.3834e-13
8.147, 1.379e-13
8.1531, 1.3746e-13
8.1592, 1.3702e-13
8.1653, 1.3659e-13
8.1714, 1.3615e-13
8.1775, 1.3572e-13
8.1836, 1.3572e-13
8.1897, 1.3529e-13
8.1958, 1.3486e-13
8.2019, 1.3443e-13
8.208, 1.3401e-13
8.2142, 1.3358e-13
8.2203, 1.3316e-13
8.2264, 1.3316e-13
8.2326, 1.3273e-13
8.2387, 1.3231e-13
8.2449, 1.3189e-13
8.251, 1.3147e-13
